participant_id,time,group,walking_speed,sEMG_TA,sEMG_GM,sEMG_VL,sEMG_BF,sEMG_RF,ground_reaction_force
0,0.0,SCI,0.5283157061246194,-0.0414792903513554,0.0837123876600413,0.3031545854419579,-0.17426344020705448,-0.1575509421534443,-78.37647038080804
0,0.02004008016032064,SCI,0.5277873904184948,0.41313473125558964,-0.1258081550136868,-0.5440584014403518,0.17463148443626197,-0.09298161287863739,42.272260448156416
0,0.04008016032064128,SCI,0.5272590747123702,0.5326066955936346,-0.008731109208455129,0.21754247684484623,1.048596108403506,0.678921720498688,126.16444273469692
0,0.06012024048096192,SCI,0.5267307590062456,0.5159842076719721,-0.12511516061244382,-0.027867978838300167,-0.0669134450276142,0.2763943092493573,194.50058979094968
0,0.08016032064128256,SCI,0.5262024433001209,0.9305835072318841,-0.10408597368138595,0.6574190094348209,0.8056025266998061,0.3849647093340454,260.85426019440297
0,0.1002004008016032,SCI,0.5256741275939963,1.0027914553341142,0.48130477139419836,0.2507775998918545,0.772879609221825,0.4942415134382914,258.9479129355755
0,0.12024048096192384,SCI,0.5251458118878717,0.6868953204775263,1.0192094888841794,1.3419943054713221,1.2662129576580832,0.6806193460402914,321.4120316973871
0,0.1402805611222445,SCI,0.5246174961817471,0.8848014021744207,-0.3676304248838442,0.5411046795808798,1.123542797613402,0.09729205620570913,369.82861530950566
0,0.16032064128256512,SCI,0.5240891804756225,0.12572541796433878,0.6140451804754903,1.1200061978985425,0.6080648581520918,0.9184164906381369,382.53465953620326
0,0.18036072144288576,SCI,0.5235608647694978,1.0517400547607048,0.7894899454830766,0.810609074228482,0.9644215028024079,1.0636749798740237,454.2516808904044
0,0.2004008016032064,SCI,0.5230325490633733,0.6918758065429894,1.223703787320543,0.9802910436479135,1.0655040118788996,1.1463862348985299,447.14448752620336
0,0.22044088176352705,SCI,0.5225042333572486,1.3378322492845292,1.2235934924220144,1.1261274274704645,1.209381168833622,0.7937980701137963,476.990216280231
0,0.24048096192384769,SCI,0.5219759176511239,0.7850879762434166,0.9558752214947671,0.8059371645496084,0.884103142096307,0.8014996010278718,505.50192912144917
0,0.2605210420841683,SCI,0.5214476019449994,1.2080099310493668,0.6525057163359482,0.7529732042687486,1.0739273985611986,1.5857984640845812,465.3777250104412
0,0.280561122244489,SCI,0.5209192862388747,1.5759364006102496,0.881200384773146,1.0399811273014583,1.427516791869242,1.1349333439204312,442.40760143157655
0,0.3006012024048096,SCI,0.5203909705327501,1.7068193250311174,1.171049244408266,1.494336240956212,1.1616166941888717,0.9117506115305395,460.89425150579086
