participant_id,time,group,walking_speed,sEMG_TA,sEMG_GM,sEMG_VL,sEMG_BF,sEMG_RF,ground_reaction_force
0,0.0,SCI,0.49045194795269725,-0.055305720468473867,-0.232351253609406,-0.2100679228712591,-0.2813375206829629,-0.15598986175453167,-28.83065711610264
0,0.02004008016032064,SCI,0.48971627003076823,0.040567463539659204,0.4822636989251651,-0.38225355074745826,0.5605970577345571,0.15909915788870468,28.122568953375005
0,0.04008016032064128,SCI,0.48898059210883915,0.69435521358158,0.015144350115522738,0.6756816182581773,-0.2882556165207494,0.7696573983081959,49.85524363815773
0,0.06012024048096192,SCI,0.48824491418691013,0.5949816018608696,0.2915936905486373,0.36398829511016867,0.028906153381896726,0.8060682726877039,159.87236472066684
0,0.08016032064128256,SCI,0.48750923626498105,0.790291518229094,0.4703754578901139,0.2027014228629558,0.48426771101575505,0.48846896558862984,192.16402320154907
0,0.1002004008016032,SCI,0.486773558343052,-0.03175239975710407,0.3379958000373327,0.7674299628724355,1.3068019692283483,0.17181249616343097,240.3046511879677
0,0.12024048096192384,SCI,0.48603788042112295,0.25855197816801534,0.22461945521486915,1.084842881763105,0.9286959897334356,1.429115334834115,214.88548019298852
0,0.1402805611222445,SCI,0.485302202499194,0.8833892640701532,0.03328987870925938,0.8645221439874933,0.9776524630497953,1.073083866958136,350.83061318387536
0,0.16032064128256512,SCI,0.4845665245772649,1.2793167309343072,0.061594753812081286,2.0590670697723317,1.3123241692351975,0.7915709115272558,348.43878531400946
0,0.18036072144288576,SCI,0.4838308466553359,0.9226977692371071,1.6971315112563967,0.9198014739202949,1.7377497632523475,3.026488331975254,325.22028879513925
0,0.2004008016032064,SCI,0.4830951687334068,0.5280100446415391,0.9765614319706892,1.2895919235890014,1.8425747955455498,1.1972044678282292,342.69168477278885
0,0.22044088176352705,SCI,0.4823594908114778,1.4220740076188236,0.5905303921386933,0.6732948144569026,0.7131609121763759,0.005142875309265129,381.72620746248566
0,0.24048096192384769,SCI,0.4816238128895487,1.8331720453575477,0.18967094627430708,2.1544528057078036,1.262865635524463,1.20003497711049,391.99908433472723
0,0.2605210420841683,SCI,0.4808881349676197,1.6996222758057555,0.7015124789238156,0.3280928347404473,1.7279480561637588,0.9269642542098918,398.12305014037196
0,0.280561122244489,SCI,0.4801524570456906,1.576168872545007,1.2680428036965496,1.8861855906474667,0.7409562139050865,1.0241251835506913,448.2375255316532
